Reduced Cell Formula,Working Ion,nZn_max,nAl_max,nMg_max,nK_max,nLi_max,n_alkaline_earth_metals,n_lanthanoids,n_metalloids,n_post_transition_metals,n_reactive_nonmetals,n_transition_metals,n_alkali_metals,n_actinoids,nBe,nSr,nBa,nCa,nPr,nHo,nCe,nTb,nGd,nLa,nLu,nNd,nSi,nGe,nTe,nSb,nAs,nSn,nBi,nGa,nO,nP,nS,nF,nI,nSe,nN,nH,nCl,nBr,nCu,nV,nFe,nTi,nCr,nMn,nNi,nCo,nW,nMo,nTa,nNb,nZr,nSc,nRe,nIr,nAg,nTc,nY,nNa,nLi,nRb,nCs,nU,Average Voltage,V_level_overall,Capacity Grav,C_grav_level_overall,Capacity Vol,C_vol_level_overall,Specific E Wh/kg,specific_e_level_overall,E Density Wh/l,e_density_level_overall,Working_Ion_Number,Working_Ion
AlV(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,1,,,,,,,2,,,0,,0,,,,,,,,,,0,1.54,Low,140,Mid,985,Mid,216,Mid,1515,Mid,2,Al
Al0 –1CrO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,2.69,Low,633,Mid,2796,Mid,1705,Mid,7530,High,2,Al
Al0 –3Sn,Al,,3,,,,0,0,0,1,0,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,-0.07,Low,1208,Mid,5121,Mid,-86,High,-363,High,2,Al
Al0 –0.67SiSnO4,Al,,0.67,,,,0,0,1,1,4,0,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,1.84,Low,234,Mid,1143,Mid,430,Mid,2099,Mid,2,Al
AlNi(WO4)2,Al,,1,,,,0,0,0,0,8,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,1,,2,,,0,,0,,,,,,,,,,0,2.59,Low,138,Mid,1028,Mid,359,Mid,2666,Mid,2,Al
Al0 –1BaFe4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,4,,,,,,,,,0,,0,,,,,,,,,,0,1.81,Low,161,Mid,819,Mid,291,Mid,1483,Mid,2,Al
AlTe(WO4)2,Al,,1,,,,0,0,1,0,8,2,0,0,0,,,0,,0,,0,0,0,,,,0,1,,,,,,8,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,1.33,Low,124,Mid,942,Mid,164,Mid,1253,Mid,2,Al
Al0 –1BaMn4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,4,,,,,,0,,0,,,,,,,,,,0,2.54,Low,162,Mid,772,Mid,412,Mid,1963,Mid,2,Al
Al0 –0.5NiS2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,0,0.54,Low,295,Mid,1179,Mid,160,Mid,638,Mid,2,Al
AlCo4(CuO4)3,Al,,1,,,,0,0,0,0,12,6,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,,,,,,3,,,,0,,0,,,,,,,,,,0,1.75,Low,125,Mid,740,Mid,219,Mid,1298,Mid,2,Al
AlCr4(CuO4)3,Al,,1,,,,0,0,0,0,12,10,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,,,4,,,3,,,,0,,0,,,,,,,,,,0,1.34,Low,130,Mid,678,Mid,175,Mid,912,Mid,2,Al
Al0 –0.67TiSiO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,0,,0,,,,,,,,,,0,1.09,Low,339,Mid,1344,Mid,371,Mid,1470,Mid,2,Al
AlCu3(NiO3)4,Al,,1,,,,0,0,0,0,12,10,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,,,,,4,3,,,,0,,0,,,,,,,,,,0,2.11,Low,125,Mid,722,Mid,263,Mid,1520,Mid,2,Al
Al0 –1BaTi4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,4,,,,,,,,0,,0,,,,,,,,,,0,0.74,Low,172,Mid,818,Mid,127,Mid,606,Mid,2,Al
Al0 –0.5FeS2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,0,0.58,Low,301,Mid,1144,Mid,176,Mid,667,Mid,2,Al
AlMn4(CuO4)3,Al,,1,,,,0,0,0,0,12,7,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,,,,4,,,,,,0,,0,,,,,,,,,,0,1.29,Low,128,Mid,687,Mid,165,Mid,887,Mid,2,Al
Al0 –1BaNi4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,4,,,,,0,,0,,,,,,,,,,0,3.11,Low,157,Mid,847,Mid,490,Mid,2637,Mid,2,Al
AlFe4(CuO4)3,Al,,1,,,,0,0,0,0,12,6,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,3,,,,,,,,,0,,0,,,,,,,,,,0,1.57,Low,127,Mid,654,Mid,200,Mid,1028,Mid,2,Al
Al0 –1Ba2Mn3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,3,,,,,,0,,0,,,,,,,,,,0,2.08,Low,135,Mid,751,Mid,281,Mid,1563,Mid,2,Al
Al0 –1Ba2Fe3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,3,,,,,,,,,0,,0,,,,,,,,,,0,2.22,Low,135,Mid,740,Mid,299,Mid,1642,Mid,2,Al
AlV4(CuO4)3,Al,,1,,,,0,0,0,0,12,7,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,4,,,,,,,,,,0,,0,,,,,,,,,,0,0.73,Low,131,Mid,671,Mid,96,Mid,493,Mid,2,Al
Al0 –1WO3,Al,,1,,,,0,0,0,0,3,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,1,Low,311,Mid,2126,Mid,309,Mid,2115,Mid,2,Al
Al0.33 –0.67BiO3,Al,,0.67,,,,0,0,0,1,3,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,3.46,Low,97,Mid,797,Mid,337,Mid,2756,Mid,2,Al
AlTi4(CuO4)3,Al,,1,,,,0,0,0,0,12,7,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,,4,,,,,,,,0,,0,,,,,,,,,,0,0.8,Low,134,Mid,651,Mid,107,Mid,519,Mid,2,Al
Al0 –1Ba2V3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,3,,,,,,,,,,0,,0,,,,,,,,,,0,0.84,Low,138,Mid,733,Mid,116,Mid,614,Mid,2,Al
Al0.33 –0.67CuO2,Al,,0.67,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,0,3.63,Low,236,Mid,1068,Mid,857,Mid,3876,Mid,2,Al
Al0 –1BaV4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,4,,,,,,,,,,0,,0,,,,,,,,,,0,0.75,Low,167,Mid,804,Mid,126,Mid,604,Mid,2,Al
Al0 –1Ba2Ti3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,3,,,,,,,,0,,0,,,,,,,,,,0,-0.24,Low,140,Mid,740,Mid,-34,Mid,-178,Mid,2,Al
Al0 –1Ba2Ni3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,3,,,,,0,,0,,,,,,,,,,0,2.78,Low,133,Mid,780,Mid,369,Mid,2171,Mid,2,Al
AlCu3(MoO3)4,Al,,1,,,,0,0,0,0,12,5,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,1,,,,,,,,,4,,0,,0,,,,,,,,,,0,-0.07,Low,101,Mid,592,Mid,-7,Mid,-42,Mid,2,Al
Al0 –1CrO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,3.27,Low,633,Mid,2614,Mid,2068,Mid,8537,Mid,2,Al
Al0 –1Ba2Mn3O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,3,,,,,,0,,0,,,,,,,,,,0,1.4,Low,139,Mid,745,Mid,194,Mid,1042,Mid,2,Al
Al0 –1CrO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,3.14,Low,633,Mid,2597,Mid,1987,Mid,8152,Mid,2,Al
Al0 –1Ba2Ni3O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,3,,,,,0,,0,,,,,,,,,,0,2.68,Low,136,Mid,803,Mid,365,Mid,2151,Mid,2,Al
AlCu3(SnO3)4,Al,,1,,,,0,0,0,4,12,3,0,0,0,,,0,,0,,0,0,0,,,,0,,,,4,,,12,,,,,,,,,,3,,,,,,,,,,,0,,0,,,,,,,,,,0,0.33,Low,91,Mid,576,Mid,30,Mid,192,Mid,2,Al
Al0 –1Ba2Cr3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,3,,,,,,,0,,0,,,,,,,,,,0,1.83,Low,137,Mid,755,Mid,251,Mid,1378,Mid,2,Al
Al0 –1Ba2Cr3O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,3,,,,,,,0,,0,,,,,,,,,,0,1.5,Low,141,Mid,760,Mid,212,Mid,1142,Mid,2,Al
Al0 –0.5SnO2,Al,,0.5,,,,0,0,0,1,2,0,0,0,0,,,0,,0,,0,0,0,,,,0,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,0.83,Low,245,Mid,1390,Mid,203,Mid,1153,Mid,2,Al
AlRe(WO4)2,Al,,1,,,,0,0,0,0,8,2,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,1.43,Low,113,Mid,935,Mid,163,Mid,1340,Mid,2,Al
Al0 –1Ba2TlNi2O7,Al,,1,,,,2,0,0,0,8,2,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,1,,,,,,,,,,,,2,,,,,0,,0,,,,,,,,,,0,2.26,Low,109,Mid,751,Mid,247,Mid,1695,Mid,2,Al
AlCu3(SbO3)4,Al,,1,,,,0,0,4,0,12,3,0,0,0,,,0,,0,,0,0,0,,,,0,,4,,,,,12,,,,,,,,,,3,,,,,,,,,,,0,,0,,,,,,,,,,0,-0.48,Low,90,Mid,548,Mid,-43,Mid,-261,Mid,2,Al
Al0 –1Ba2V3O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,3,,,,,,,,,,0,,0,,,,,,,,,,0,0.5,Low,142,Mid,752,Mid,70,Mid,372,Mid,2,Al
Al0 –1BaCr4O7,Al,,1,,,,1,0,0,0,7,4,0,0,0,,1,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,4,,,,,,,0,,0,,,,,,,,,,0,1.17,Low,166,Mid,789,Mid,195,Mid,927,Mid,2,Al
AlCu3(WO3)4,Al,,1,,,,0,0,0,0,12,7,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,12,,,,,,,,,,3,,,,,,,,4,,,0,,0,,,,,,,,,,0,-0.28,Low,70,Mid,577,Mid,-20,Mid,-162,Mid,2,Al
Al0 –1Ba2TlFe2O7,Al,,1,,,,2,0,0,0,7,2,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,2,,,,,,,,,0,,0,,,,,,,,,,0,1.49,Low,110,Mid,691,Mid,164,Mid,1027,Mid,2,Al
Al0 –1Ba2Sb3O8,Al,,1,,,,2,0,3,0,8,0,0,0,0,,2,0,,0,,0,0,0,,,,0,,3,,,,,8,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,-0.4,Low,101,Mid,619,Mid,-41,Mid,-248,Mid,2,Al
Al0 –1Ba2Sn3O7,Al,,1,,,,2,0,0,3,7,0,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,3,,,7,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,-0.29,Low,104,Mid,636,Mid,-30,Mid,-184,Mid,2,Al
Al0 –1Ba2TlSn2O7,Al,,1,,,,2,0,0,2,7,0,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,2,,,7,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,0.59,Low,94,Mid,596,Mid,56,Mid,353,Mid,2,Al
Al0 –1Ba2W3O8,Al,,1,,,,2,0,0,0,8,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,8,,,,,,,,,,,,,,,,,,3,,,0,,0,,,,,,,,,,0,-0.53,Low,82,Mid,660,Mid,-43,Mid,-346,Mid,2,Al
Al0 –0.5WO2,Al,,0.5,,,,0,0,0,0,2,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,0,0.34,Low,175,Mid,1613,Mid,59,Mid,541,Mid,2,Al
Al0 –0.67SiWO4,Al,,0.67,,,,0,0,1,0,4,1,0,0,0,,,0,,0,,0,0,0,,,1,0,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,0,-0.1,Low,182,Mid,1308,Mid,-19,Mid,-137,Mid,2,Al
Al0 –1WO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,0,1.87,Low,311,Mid,2224,Mid,580,Mid,4156,Mid,2,Al
Al0 –1Ba2W3O7,Al,,1,,,,2,0,0,0,7,3,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,,3,,,0,,0,,,,,,,,,,0,-0.32,Low,83,Mid,687,Mid,-26,Mid,-217,Mid,2,Al
Al0 –1MoO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,0,,0,,,,,,,,,,0,1.78,Low,470,Mid,2335,Mid,840,Mid,4167,Mid,2,Al
Al0 –1Ba2TlW2O7,Al,,1,,,,2,0,0,0,7,2,0,0,0,,2,0,,0,,0,0,0,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,,2,,,0,,0,,,,,,,,,,0,-0.41,Low,82,Mid,592,Mid,-34,Mid,-243,Mid,2,Al
Al0 –1WO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,0,-0.46,Low,311,Mid,2033,Mid,-141,Mid,-926,Mid,2,Al
Al0 –1CrO3,Al,,1,,,,0,0,0,0,3,1,0,0,0,,,0,,0,,0,0,0,,,,0,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,0.97,Low,633,Mid,2447,Mid,611,Mid,2362,Mid,2,Al
Mg1 –149Sb,Mg,,,149,,,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Low,2119,High,3809,High,25,Mid,45,Low,3,Mg
Mg0 –1.5Sb,Mg,,,1.5,,,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,Mid,508,High,2001,High,201,Mid,792,Mid,3,Mg
Mg0 –0.5FeO2,Mg,,,0.5,,,0,0,0,1,2,1,0,0,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.79,High,268,Mid,1138,Mid,1016,High,4314,High,3,Mg
Mg1 –2BiPO6,Mg,,,2,,,0,0,0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,High,139,Mid,698,Mid,572,Mid,2865,High,3,Mg
Mg1.5 –2BiPO6,Mg,,,2,,,0,0,0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,High,70,Mid,348,Mid,305,Mid,1524,Mid,3,Mg
MgTiCr(PO4)3,Mg,,,1,,,0,0,0,0,15,2,0,0,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,3.89,High,131,Mid,401,Mid,509,Mid,1557,Mid,3,Mg
Mg0 –3SbN,Mg,,,3,,,1,0,1,0,1,0,0,0,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,Mid,771,High,3183,High,751,High,3103,High,3,Mg
Mg5 –149Sn,Mg,,,149,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Low,2064,High,3750,High,27,Mid,49,Low,3,Mg
Mg5 –149Ti,Mg,,,149,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.01,Low,2104,High,3755,High,25,Mid,45,Low,3,Mg
Mg0 –0.5MoO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2.32,Mid,191,Mid,999,Mid,443,Mid,2313,Mid,3,Mg
Mg0.5 –1VO3,Mg,,,1,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.57,Mid,217,Mid,612,Mid,559,Mid,1574,Mid,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.53,Mid,282,Mid,1129,Mid,714,High,2862,High,3,Mg
MgMn(PO3)4,Mg,,,1,,,0,0,0,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4.31,High,136,Mid,388,Mid,584,Mid,1672,Mid,3,Mg
Mg0 –0.5CoO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3.35,Mid,260,Mid,1309,Mid,871,High,4382,High,3,Mg
Mg0 –149Mo,Mg,,,149,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.01,Low,2149,High,3881,High,17,Mid,31,Low,3,Mg
Mg0 –1FeP2O7,Mg,,,1,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.67,High,211,Mid,697,Mid,775,High,2560,Mid,3,Mg
Mg0 –0.5CrO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.6,High,279,Mid,1163,Mid,1004,High,4189,High,3,Mg
Mg1 –149Bi,Mg,,,149,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Low,2071,High,3803,High,25,Mid,45,Low,3,Mg
Mg0 –0.5CrSe2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.26,Mid,121,Mid,571,Mid,152,Mid,718,Mid,3,Mg
Mg0 –1CrF6,Mg,,,1,,,0,6,0,0,0,1,0,0,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5.2,High,282,Mid,836,Mid,1464,High,4345,High,3,Mg
MgCr(SO4)2,Mg,,,1,,,0,0,0,0,10,1,0,0,,,,,,,,,,,,,,,,,,,,,8,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5.15,High,71,Mid,200,Mid,365,Mid,1030,Mid,3,Mg
MgCr(SO4)2,Mg,,,1,,,0,0,0,0,10,1,0,0,,,,,,,,,,,,,,,,,,,,,8,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5.03,High,71,Mid,199,Mid,356,Mid,998,Mid,3,Mg
MgV(PO3)4,Mg,,,1,,,0,0,0,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3.17,Mid,137,Mid,393,Mid,434,Mid,1243,Mid,3,Mg
MgV2(PO4)3,Mg,,,1,,,0,0,0,0,15,2,0,0,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3.57,High,190,Mid,630,Mid,678,High,2248,Mid,3,Mg
MgNi(PO3)4,Mg,,,1,,,0,0,0,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5.07,High,134,Mid,407,Mid,682,High,2065,Mid,3,Mg
Mg0 –1NiP2O7,Mg,,,1,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4.46,High,209,Mid,723,Mid,931,High,3227,High,3,Mg
MgNaCa3Fe(SiO3)8,Mg,,,1,,,0,3,8,0,24,1,1,0,,,,,,,3,,,,,,8,,,,,,,,24,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,4.89,High,183,Mid,591,Mid,893,High,2887,High,3,Mg
MgNaCaFe(SiO3)4,Mg,,,1,,,0,1,4,0,12,1,1,0,,,,,,,1,,,,,,4,,,,,,,,12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,4.75,High,120,Mid,397,Mid,569,Mid,1885,Mid,3,Mg
Mg1.5 –2BiAsO6,Mg,,,2,,,0,0,1,1,6,0,0,0,,,,,,,,,,,,,,,,,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,High,63,Mid,326,Mid,281,Mid,1463,Mid,3,Mg
MgFe(SiO3)2,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.38,Mid,231,Mid,800,Mid,780,High,2707,Mid,3,Mg
MgV3(FeO6)2,Mg,,,1,,,0,0,0,0,12,5,0,0,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,4.21,High,109,Mid,364,Mid,457,Mid,1530,Mid,3,Mg
MgCo(PO3)4,Mg,,,1,,,0,0,0,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4.57,High,134,Mid,403,Mid,614,Mid,1840,Mid,3,Mg
Mg0 –0.5NiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3.39,Mid,261,Mid,1238,Mid,884,High,4197,High,3,Mg
Mg0 –1NiO2,Mg,,,1,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3.19,Mid,466,High,2349,High,1485,High,7483,High,3,Mg
Mg0 –0.5CrS2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.64,Mid,209,Mid,670,Mid,343,Mid,1101,Mid,3,Mg
Mg0 –1VBiO5,Mg,,,1,,,0,0,0,1,5,1,0,0,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4.2,High,147,Mid,762,Mid,617,Mid,3199,High,3,Mg
Mg0 –1BaMoF7,Mg,,,1,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3.39,Mid,137,Mid,611,Mid,465,Mid,2070,Mid,3,Mg
MgSrNi(PO4)2,Mg,,,1,,,1,0,0,0,10,1,0,0,,1,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4.16,High,149,Mid,564,Mid,619,Mid,2351,Mid,3,Mg
Mg0 –149Fe,Mg,,,149,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Low,2172,High,3846,High,15,Mid,27,Low,3,Mg
Mg0 –0.5FeO2,Mg,,,0.5,,,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,High,268,Mid,1151,Mid,1032,High,4430,High,3,Mg
MgTi2(PO4)3,Mg,,,1,,,0,0,0,0,15,2,0,0,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2.59,Mid,132,Mid,397,Mid,343,Mid,1029,Mid,3,Mg
